id,title,author,publication_year,publisher,price,genre
1856975770,The Kingfisher First Dictionary,Angela Crawley,1995,Kingfisher,8,Poetry
1568222033,Big Book of Everything: Preschool,Kathy Douglas,1995,Austin &amp; Nelson,11,Young Adult
9531530319,"Gdje pijevac ne pjeva (Biblioteka \Zlatni paun\"")""",Ivan Aralica,1996,"\Otokar Kersovani\""""",25,Mystery
8631301663,Martin protiv CIA-e i KGB-a (Hit junior),Dubravko Jelacic Buzimski,1988,Znanje,16,Young Adult
1567186483,Origins of Modern Witchcraft: The Evolution of a World Religion,Aoumiel,2000,Llewellyn Publications,34,Memoir
0738841943,BLACK MOON,S. J. Gaither,2001,Xlibris Corporation,35,Mystery
0806512687,The Candle Magick Workbook (Library of the Mystic Arts),Kala Pajeon,1991,Carol Publishing Corporation,23,Horror
0875420486,Practical Candleburning Rituals: Spells and Rituals for Every Purpose (Llewellyn's Practical Magick Series),Raymond Buckland,1974,Llewellyn Publications,30,Memoir
0385333137,Black and Blue (Oprah's Book Club),ANNA QUINDLEN,2000,Delta,32,Poetry
034538430X,TickTock,Dean R. Koontz,1997,Ballantine Books,9,History
0553576801,The Perfect Husband,LISA GARDNER,1997,Bantam,18,Biography
1551668637,New Attitude,Charlotte Hughes,2001,Mira,21,Adventure
0060169281,Soul Mates: Honoring the Mysteries of Love and Relationship,Thomas Moore,1994,Harpercollins,32,Graphic Novels
1551666952,The Falls,Karen Harper,2003,Mira,21,Mystery
0553285785,Public Secrets,Nora Roberts,1990,Bantam,8,Memoir
0373484410,Time And Again,Nora Roberts,2001,Silhouette,26,Mystery
0064405877,Am I Blue? : Coming Out from the Silence,Marion Dane Bauer,1995,HarperTrophy,34,Graphic Novels
0060009640,Crush Depth,Joe Buff,2002,William Morrow,9,Fantasy
0060182970,Coldheart Canyon: A Hollywood Ghost Story,Clive Barker,2001,HarperCollins Publishers,36,Young Adult
0399144897,The White House Connection,Jack Higgins,1999,Putnam Pub Group,33,Fantasy
0061031089,Running Scared,Elizabeth Lowell,2003,Avon Books,26,Science
0312890273,Ancient of Days,Michael Bishop,1995,St Martins Pr,33,Travel
0446608378,Thunderhead,Douglas Preston,2000,Warner Books,32,Science
0449001962,"Murder in Foggy Bottom (Truman, Margaret, Capital Crimes Series.)",Margaret Truman,2002,Fawcett Books,36,Adventure
074321269X,The Jasmine Trade : A Novel of Suspense Introducing Eve Diamond,Denise Hamilton,2001,Scribner,17,Fantasy
0385323921,The Klone and I: A High-Tech Love Story,Danielle Steel,1998,Delacorte Press,27,Travel
1551668440,Snowfall,Sharon Sala,2001,Mira,16,Biography
0446518700,The Heart: A Memoir,Lance Morrow,1995,Warner Books Inc,31,Memoir
0451201906,Storm,Boris Starling,2000,Signet Book,21,History
0812555058,Frost of Heaven,Junius Podrug,2000,Tor Books,34,Drama
0441005543,The Night Watch,Sean Stewart,1998,Ace Books,27,Adventure
0312956681,Rulers of Darkness (Rulers of Darkness),Steven Spruill,1998,St. Martin's Press,31,Biography
0373262736,"Fowl Play (Wwl Mystery , No 273)",Patricia Tichenor Westfall,1998,Worldwide Library,19,History
155166836X,Last Lover,Laura Van Wormer,2001,Mira,30,Biography
0451193288,Reckless Endangerment,Robert K. Tanenbaum,1999,Signet Book,27,Horror
0553578022,The Face of Deception,Iris Johansen,1999,Bantam Books,24,Poetry
0449219364,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1991,Fawcett Books,36,Mystery
1842328506,The Widow,Nicolas Freeling,2001,House of Stratus,26,Science
0446516279,Dreamfall,Joan D. Vinge,1996,Warner Books,26,Memoir
0380775832,Winter Fire,Elizabeth Lowell,1997,Avon,15,Fantasy
0440215900,Walking After Midnight,KAREN ROBARDS,1995,Dell,15,Graphic Novels
0380818760,Beautiful Dreamer,Elizabeth Lowell,2001,Avon,37,Biography
0446361836,"Forever, Victoria",Dorothy Garlock,1993,Warner Books,20,Science Fiction
0517549069,Mistrals Daughter,Judith Krantz,1982,Random House Value Publishing,10,Fantasy
1567187277,Murder at Witches Bluff: A Novel of Suspense and Magick,Silver Ravenwolf,2000,Llewellyn Publications,16,Drama
0373272359,"Texas Hero  (Code Name:  Danger) (Silhouette Intimate Moments, 1165)",Merline Lovelace,2002,Silhouette,13,Horror
0446605883,With Song,Dorothy Garlock,1999,Warner Books,24,Fantasy
1567181562,The Celtic Heart,Kathryn Marie Cocquyt,1994,Llewellyn Pubns,37,Memoir
0140187405,Tortilla Flat (Penguin Twentieth-Century Classics),John Steinbeck,1997,Penguin Books,9,Thriller
0893753971,Great Tales of Terror (A Watermill Classic),Edgar Allan Poe,1993,Troll Communications,22,Graphic Novels
1853260584,Return of Sherlock Holmes (Wordsworth Classics),A. C. Doyle,1997,NTC/Contemporary Publishing Company,33,Self-Help
0590434985,Jacob Have I Loved,Katherine Paterson,0,Scholastic Inc,16,Self-Help
0671739670,"LIFE, THE UNIVERSE AND EVERYTHING (Hitchhiker's Trilogy (Paperback))",Douglas Adams,1991,Pocket,33,Young Adult
0843953101,You Are SO Cursed!,Naomi Nash,2004,Smooch,34,Thriller
0345308484,What Every Woman Should Know About Men,Joyce Brothers,1983,Ballantine Books,24,Fiction
0393307069,Post Captain (Aubrey-Maturin (Paperback)),Patrick O'Brian,1990,W. W. Norton &amp; Company,20,Fiction
0380789140,Prisoner of Conscience,Susan R. Matthews,1998,Avon Books,37,Memoir
0451453824,"Tactics of Duty (Battletech, No 19)",William H. Keith,1995,Roc,30,Memoir
0440186927,There Is a Tide,Agatha Christie,1970,Bantam Books (Mm),32,Romance
0679783261,Pride and Prejudice (Modern Library Classics),Jane Austen,2000,Modern Library,11,Cookbooks
0375806717,Black Stallion,Walter Farley,2000,Random House Children's Books,21,Biography
0515137057,Clean Cut,Theresa Monsour,2004,Jove Books,28,Self-Help
0743227441,The Other Boleyn Girl,Philippa Gregory,2002,Touchstone,21,Science
0670877999,Slow Burn,Victor Kelleher,1997,Viking Children's Books,11,Horror
0312986289,Blackwater Sound (A Thorn Mystery),James W. Hall,2002,St. Martin's Paperbacks,28,Travel
0812570901,The Fifth Horseman : A Novel of Biological Disaster (Zammit),Richard Sherbaniuk,2002,Tor Books,35,Adventure
0671024108,Speaking in Tongues,Jeffery Deaver,2002,Pocket,17,Horror
0345433491,Hanna's Daughters (Ballantine Reader's Circle),Marianne Fredriksson,1999,Ballantine Books,22,Young Adult
0671793888,Cowboys Are My Weakness,Pam Houston,1993,Washington Square Press,19,Biography
0679769447,What Girls Learn,Karin Cook,1998,Vintage Books USA,8,Fantasy
0671535455,HOOPI SHOOPI DONNA,Suzanne Strempek Shea,1997,Washington Square Press,32,Fiction
1558743316,A 2nd Helping of Chicken Soup for the Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1994,Health Communications,20,Cookbooks
0345381432,Dreaming in Cuban,CRISTINA GARCIA,1993,Ballantine Books,16,Science
089919513X,Olive and the Magic Hat,Eileen Christelow,1987,Houghton Mifflin Co,24,Fantasy
043919105X,Paste Makes Waste (Powerpuff Girls (Unnumbered).),Laura Dower,2000,Scholastic,24,Biography
0553375067,Emotional Intelligence : Why It Can Matter More Than IQ,Daniel Goleman,1997,Bantam,31,Self-Help
0671452177,WLD ACCORDNG GARP,John Irving,1982,Pocket,13,Science
0451143426,One Flew Over the Cuckoo's Nest,Ken Kesey,1963,Signet Book,11,Drama
0553275976,The Bonfire of the Vanities,Tom Wolfe,1988,Bantam Books,20,Science
0553122509,All Creatures Great and Small,James Herriot,0,Bantam Doubleday Dell,17,Fiction
0140092323,Lake Wobegon days,Garrison Keillor,1986,Penguin Books,22,Adventure
0441779131,The Stainless Steel Rat Saves the World (Stainless Steel Rat Books (Paperback)),Harry Harrison,1989,Ace Books,9,Young Adult
0345387813,Power Play,Anne McCaffrey,1996,Del Rey Books,28,Science Fiction
1562927736,The Adventures of Mighty Mom,Gwendolyn Mitchell Diaz,2000,Chariot Victor Pub,12,Fiction
0553293885,A Great Day for the Deadly,Jane Haddam,1992,Bantam Books,10,Science Fiction
0671795171,"Passing Fancy (Alien Nation, Book 6)",David Spencer,1994,Pocket,28,Historical Fiction
0449702472,The Truth Trap,Frances Miller,1995,Fawcett Books,11,Horror
0553564404,Finnegan's Week,Joseph Wambaugh,1996,Bantam Books,30,Science Fiction
0441873308,Warlock Unlocked,Christopher Stasheff,1985,Ace Books,10,Poetry
0812512421,Lion in the Valley,Elizabeth Peters,1990,Tor Books (Mm),31,Biography
0553209833,The Lost Jewels of Nabooti,R. A. Montgomery,1981,Bantam Books,11,Science Fiction
0553562398,Rest in Pieces (Mrs. Murphy Mysteries (Paperback)),RITA MAE BROWN,1993,Bantam,16,Travel
0553287532,Wish You Were Here (Mrs. Murphy Mysteries (Paperback)),RITA MAE BROWN,1991,Bantam,35,Biography
0312979509,Spider's Web,Agatha Christie,2001,St. Martin's Paperbacks,8,Thriller
0060199296,"Today I Am a Ma'Am: And Other Musings on Life, Beauty, and Growing Older",Valerie Harper,2001,HarperEntertainment,27,Fantasy
1885365012,Dancing With Tigers,Janet E. Lapp,1994,Demeter Press,21,Biography
0931580781,Life 101: Everything We Wish We Had Learned About Life in School--But Didn't (The Life 101 Series),Peter McWilliams,1994,Prelude Press,30,Fiction
0440214602,Crossing Antarctica,Will Steger,1993,Dell Publishing Company,26,Fiction
0425191583,Imitation in Death (Eve Dallas Mysteries (Paperback)),J. D. Robb,2004,Berkley Publishing Group,20,Historical Fiction
0061097942,"Our Looks, Our Lives: Sex, Beauty, Power, and the Need to Be Seen",Nancy Friday,1999,HarperTorch,37,Adventure
0449207145,My Name Is Asher Lev,Chaim Potok,1990,Fawcett Books,19,Self-Help
0380704900,Nighty-Nightmare,James Howe,1988,Avon Books,21,Mystery
0553278363,The Red Pony,John Steinbeck,1988,Bantam Books,36,Graphic Novels
0684717603,The GREAT GATSBY (Scribner Classic),F. Scott Fritzgerald,1920,Scribner Paper Fiction,12,Drama
0671666401,Surrender the Pink,Carrie Fisher,1990,Simon &amp; Schuster,10,Graphic Novels
0671434225,CONTACT,Carl Sagan,1986,Pocket,30,Cookbooks
0609609491,The One Minute Millionaire: The Enlightened Way to Wealth,MARK VICTOR HANSEN,2002,Harmony,16,Biography
3453136411,Das Urteil.,John Grisham,1998,Heyne,13,Historical Fiction
0671742949,UNDER SIEGE,Stephen Coonts,1991,Pocket,8,Mystery
0553582127,The Search,Iris Johansen,2001,Bantam Books,22,Poetry
0425169685,Flight of Eagles,Jack Higgins,1999,Berkley Publishing Group,11,Adventure
0425132625,Sky Masters,Dale Brown,1996,Berkley Publishing Group,29,Fantasy
0440225817,Acts of Malice,Perri O'Shaughnessy,2000,Island,10,Romance
0312982615,Robert Ludlum's The Paris Option : A Covert-One Novel (A Covert-One Novel),Robert Ludlum,2003,St. Martin's Paperbacks,34,Romance
0743456394,The White Road,John Connolly,2004,Atria Books,26,Fantasy
0312270712,"Dispensing with the Truth : The Victims, the Drug Companies, and the Dramatic Story Behind the Battle over Fen-Phen",Alicia Mundy,2002,St. Martin's Griffin,25,Adventure
0060163283,Bones: A Forensic Detective's Casebook,Douglas H. Ubelaker,1992,Harpercollins,32,Travel
0061091847,Mafia Dynasty: The Rise and Fall of the Gambino Crime Family,John H. Davis,1994,HarperTorch,11,Adventure
0553578308,Tough Cookie,Diane Mott Davidson,2001,Bantam Books,37,Memoir
0393300498,As We Are Now,May Sarton,1983,W. W. Norton &amp; Company,27,Fantasy
0553578359,Chopping Spree,Diane Mott Davidson,2003,Bantam Books,30,Historical Fiction
0671529986,MOTHER : MOTHER,Claudia O'Keefe,1996,Atria,20,Travel
1594570841,MacFarlane's Ridge,Patricia Deane Wigington,2003,Global Book Publisher,25,Young Adult
1853260061,Portrait of the Artist As a Young Man (Wordsworth Classics),James Joyce,1997,NTC/Contemporary Publishing Company,12,Historical Fiction
0440901588,A Swiftly Tilting Planet,Madeleine L'Engle,1979,Laure Leaf,20,Graphic Novels
0425146421,The Wizard's Daughter,Barbara Michaels,1995,Berkley Publishing Group,8,Mystery
1551666235,Wild Enough For Willa (Mira),Ann Major,2000,Mira,17,Science
0553281143,The Obnoxious Jerks,Stephen Manes,1990,Starfire,11,Drama
068419337X,SHIPPING NEWS,Annie Proulx,1993,Scribner,29,Romance
0345305779,Get Off the Unicorn,Anne McCaffrey,1982,Del Rey Books,34,Cookbooks
0684827123,The SONG OF THE DODO: ISLAND BIOGEOGRAPHY IN AN AGE OF EXTINCTIONS,David Quammen,1997,Scribner,10,Cookbooks
0380792028,Glorious Angel,Johanna Lindsey,2002,Avon,30,Adventure
0821770195,Charming Lily (Zebra Books),Fern Michaels,2001,Zebra Books,32,Cookbooks
0517593343,Spring Collection,Judith Krantz,1996,Random House Inc,35,Travel
0969522908,"The Canadian achievers: How they did it, how you can do it, why you should do it",Dick Drew,1991,Drew Marketing &amp; Productions,17,Horror
0842357424,Land of the Shadow (Appomattox Saga #04),Gilbert Morris,1993,Tyndale House Pub,27,Historical Fiction
051513225X,Pendragon,Catherine Coulter,2002,Jove Books,9,Science Fiction
0886773490,"The Star Scroll (Dragon Prince, Book 2)",Melanie Rawn,1994,Daw Books,12,Young Adult
0515129933,The Scottish Bride (Bride Trilogy (Paperback)),Catherine Coulter,2001,Jove Books,32,Historical Fiction
051512088X,Rosehaven,Catherine Coulter,2000,Jove Books,16,Science Fiction
0345387805,Power Lines,Anne McCaffrey,1996,Del Rey Books,22,Horror
0345316002,Killashandra,Anne McCaffrey,1993,Del Rey Books,28,Cookbooks
0441003583,The Godmother's Apprentice,Elizabeth Ann Scarborough,1996,Ace Books,32,Young Adult
0441005195,"Jovah's Angel (Samaria Trilogy, Book 2)",Sharon Shinn,1998,Ace Books,36,Adventure
0441004326,"Archangel (Samaria Trilogy, Book 1)",Sharon Shinn,1997,Ace Books,12,Historical Fiction
0441005055,The Alleluia Files (Ace Science Fiction),Sharon Shinn,1998,Ace Books,28,Memoir
0590034871,Girls Know Best,Michelle Roehm,0,Scholastic Inc,31,Fantasy
0425179648,Marrying the Mistress,Joanna Trollope,2001,Berkley Publishing Group,35,Mystery
9070066882,Het volgende verhaal,Cees Nooteboom,1991,De Arbeiderspers,20,Drama
0553262807,Always Coming Home,Ursula K. Le Guin,1993,Spectra Books,12,Thriller
0679420916,Operating Instructions: A Journal of My Son's First Year,Anne Lamott,1993,Random House Inc,13,Drama
0895948028,Old Age Is Another Country: A Traveler's Guide,Page Smith,1995,Ten Speed Pr,28,Self-Help
0446515612,The American Vegetarian Cookbook from the Fit for LifeKitchen,Marilyn Diamond,1990,Warner Books,8,Young Adult
1569247137,Three Trapped Tigers,G. Cabrera Infante,1997,Marlowe &amp; Company,32,Thriller
0671657860,"Many Lives, Many Masters",Brian L. Weiss,1988,Fireside,13,Memoir
0515103292,When Rabbit Howls,Truddi Chase,1990,Jove Books,12,Fantasy
0060956283,Good/Grief,Josh Koppel,2000,Perennial,22,Poetry
3596142172,Body and Soul.,Frank Conroy,1999,"Fischer (Tb.), Frankfurt",37,Self-Help
3404142942,Das Jesus Video.,Andreas Eschbach,2000,LÃ?Â¼bbe,13,Self-Help
3453160789,Aurora.,Robert Harris,2000,Heyne,9,Young Adult
3453162358,Der Erleuchtete.,Sean Russell,2000,Heyne,33,Science
3257230044,Der Spion und der Analytiker.,Liaty Pisani,1997,Diogenes Verlag,30,Self-Help
354824971X,Harte Nuss.,Diane Mott Davidson,2000,Ullstein Tb,28,Self-Help
345315178X,Nimitz Class.,Patrick Robinson,1999,Heyne,18,Fantasy
3442727103,Die Versuchung in der WÃ?Â¼ste.,Jim Crace,2001,Btb Bei Goldmann,10,Fiction
344272144X,Inspektor Kajetan und die Sache Koslowski.,Robert HÃ?Â¼ltner,1998,btb,28,Fantasy
3596147832,Das Haus der Harmonie.,Barbara Wood,2000,"Fischer (Tb.), Frankfurt",32,Poetry
3404139968,Von Zeit zu Zeit. Die Vergangenheit ist nur einen Schritt entfernt.,Jack Finney,1998,LÃ?Â¼bbe,8,Biography
3453196643,Inseln im Netz.,Bruce Sterling,2002,Heyne,36,Cookbooks
3442351472,Seidentanz.,Federica de Cesco,1999,Goldmann,26,Biography
3442435285,Feuerfrau.,Federica de Cesco,1997,Goldmann,22,Biography
3442431379,Silbermuschel.,Federica de Cesco,1996,Goldmann,19,Romance
3404143485,Die Versuchung.,David Baldacci,2000,LÃ?Â¼bbe,15,Biography
3596223946,"Sommerhaus, spÃ¤ter: ErzÃ¤hlungen (Collection S. Fischer)",Judith Hermann,1998,S. Fischer,33,Young Adult
3547717655,WÃ?Â¼stenmond.,Federica de Cesco,2000,Schroeder M.V.,14,Historical Fiction
3446200487,Baudolino.,Umberto Eco,2001,Carl Hanser Verlag,34,Romance
3446201882,Die Stadt der wilden GÃ?Â¶tter,Isabel Allende,2002,Hanser Belletristik,9,Cookbooks
0759901260,Cowboy in My Pocket,Kate Douglas,2001,Hard Shell Word Factory,22,Science Fiction
0679764003,Happy Death,ALBERT CAMUS,1995,Vintage,10,Young Adult
0812550609,Arrows of the Sun,Judith Tarr,1995,Tor Books (Mm),10,Drama
1560760516,"Firstborn (Dragonlance Elven Nations, Vol 1)",Paul B. Thompson,1991,Wizards of the Coast,23,Cookbooks
156076113X,"The Kinslayer Wars (Dragonlance Elven Nations, vol.2)",Douglas Niles,1991,TSR,8,Biography
0345422406,Merrick (Vampire/Witches Chronicles),Anne Rice,2001,Ballantine Books,29,Graphic Novels
0312194560,Girl Walking Backwards,Bett Williams,1998,Griffin Trade Paperback,17,Drama
0553570951,"Dawn Rochelle, Four Novels: Six Months to Live/ I Want to Live/ So Much to Live For/ No Time to Cry",Lurlene McDaniel,2000,Starfire,17,Fiction
0451121082,You Only Live Twice,Ian Fleming,1982,Signet Book,25,Science
0140345353,The Devil's Arithmetic,Jane Yolen,1990,Puffin Books,27,Memoir
0671644475,The Conquest,Jude Deveraux,1991,Pocket,18,Science
0373122659,"The Honeymoon Contract  (The Kings Of Australia) (Harlequin Presents, 2265)",Emma Darcy,2002,Harlequin,33,Science
037329221X,"A Perilous Attraction (Harlequin Historical, No. 621)",Patricia Frances Rowell,2002,Harlequin,15,Fantasy
0373259891,"Just Kiss Me (Harlequin Temptation, 889)",Kathleen O'Reilly,2002,Harlequin,31,Biography
0373122691,The Pregnant Bride (Harlequin Presents),Catherine Spencer,2002,Harlequin,23,Drama
0373122675,"To Marry McCloud  (Bachelor Cousins) (Harlequin Presents, 2267)",Carole Mortimer,2002,Harlequin,12,Historical Fiction
0812507274,Love Talker,Elizabeth Peters,1990,Tor Books (Mm),32,Adventure
0070506728,Miracle at Midway,Gordon William Prange,1982,McGraw-Hill,29,Graphic Novels
0525932593,Hill Towns of Italy,Richard Kauffman,1984,Dutton Books,20,Memoir
0810913763,The National Geographic Society: 100 Years of Adventure and Discovery,C.D.B. Bryan,1987,H.N. Abrams,23,Poetry
0865470561,Mrs. Bridge : A Novel,Evan S. Connell,1990,North Point Press,37,Historical Fiction
0688159141,Gates of Eden,Ethan Coen,1998,Rob Weisbach Books,31,Poetry
039449461X,Far Tortuga,Peter Matthiessen,1975,Random House,17,History
0449908615,Star Country,Jill Robinson,1996,Ballantine Books,33,Mystery
0963440349,Where the Locals Eat: A Guide to the Best Restaurants in America,Magellan Press,1998,Magellan Press (TN),23,Travel
0312045875,The Route 66 Traveler's Guide and Roadside Companion,Tom Snyder,1990,St Martins Pr,9,Graphic Novels
0671769316,NEW ROADSIDE AMERICA : THE MODERN TRAVELER'S GUIDE TO THE WILD AND WONDERFUL WORLD OF AMERICA'S TOURIST,Doug Kirby,1992,Fireside,35,Drama
0806515015,The Cockroach Hall of Fame: And 101 Other Off-The-Wall Museums,Sandra Gurvis,1994,Carol Publishing Corporation,25,Thriller
0767900936,"Eat Your Way Across the U.S.A: 500 Diners, Farmland Buffets, Lobster Shacks, Pie Palaces, and Other All-American Eateries",Jane Stern,1999,Broadway Books,35,Romance
0060965991,Roadfood,Jane Stern,1992,HarperCollins,15,Science
1559581719,"The Food Lover's Handbook to the Southwest: Where to Find the Very Best Restaurants, Gourmet Shops, Outdoor Markets, Food Fiestas",Dave Dewitt,1992,Prima Lifestyles,24,Science Fiction
0553213938,The Custom of the Country,Edith Wharton,1991,Bantam,36,Memoir
1551668122,Night Of The Black Bird,Heather Graham,2001,Mira,34,Self-Help
0345444078,Shadows over Innsmouth,Stephen Jones,2001,Del Rey Books,9,Cookbooks
0802137040,Exploration of the Valley of the Amazon,William Lewis Herndon,2000,Grove Press,16,Biography
1860461670,Miss Smilla's Feeling for Snow,Peter Hoeg,2000,Havill Pr,27,Mystery
0375410198,The Feast of Love : A Novel,CHARLES BAXTER,2000,Pantheon Books,31,Horror
0375700153,The Troublesome Offspring of Cardinal Guzman,LOUIS DE BERNIERES,1998,Vintage,18,Fantasy
0451190548,The Green Mile: Coffey's Hands (Green Mile Series),Stephen King,1996,Signet Book,9,Historical Fiction
0671553046,Life Support,Tess Gerritsen,1998,Pocket,9,Biography
0553232940,"Escape (Choose Your Own Adventure, No 20)",R. A. Montgomery,1983,Bantam Books,9,Romance
059010683X,Hanson: An Unauthorized Biography,Marie T. Morreale,1997,Scholastic,8,Fantasy
043942089X,The Thief Lord,Cornelia Funke,2003,Chicken House,18,Mystery
0684849224,Advanced Sex Tips for Girls: This Time It's Personal,Cynthia Heimel,2002,Simon &amp; Schuster,27,Thriller
0006392466,Working Class Zero,Rob Payne,2003,HarperCollins Canada,30,Biography
0452283825,Baggage,Emily Barr,2003,Plume Books,34,Mystery
044661050X,The Diary of V : The Breakup (Diary of V),Debra Kent,2001,Warner Vision,24,Thriller
0425176045,Falling Bodies,Andrew Mark,2000,Berkley Publishing Group,18,Mystery
0449006158,The Night Inspector: A Novel (Ballantine Reader's Circle),Frederick Busch,2000,Ballantine Books,24,Adventure
0486280381,Civil War Stories (Dover Thrift Editions),Ambrose Bierce,1994,Dover Publications,32,Travel
0671749102,Principle Centered Leadership,Stephen Covey,1991,Simon &amp; Schuster,37,History
0687287529,Becoming a Thinking Christian,"John B., Jr. Cobb",1993,Abingdon Press,11,Memoir
0142003735,Old Flames,John Lawton,2003,Penguin USA (Paper),28,Horror
0451168429,Depraved Indifference,Robert K. Tanenbaum,1994,Signet Book,34,Cookbooks
006055584X,Mission Compromised,Oliver L. North,2003,HarperTorch,29,Mystery
0312104324,The Bluestocking: The Story of the Famous Forrest Divorce Case,David Delman,1994,St Martins Pr,36,Self-Help
0552138428,The Brentford Triangle,Robert Rankin,1992,Bantam Pr Ltd,14,Horror
0425180468,Fax Me a Bagel,Sharon Kahn,2001,Berkley Publishing Group,32,Cookbooks
0060092165,Two Cooks A-Killing : An Angie Amalfi Mystery,Joanne Pence,2003,Avon,34,Travel
0061094234,Dirt,Stuart Woods,1997,HarperTorch,16,Science
0425169855,Date With the Perfect Dead Man (Hannah and Kiki Mysteries),Annie Griffin,1999,Berkley Publishing Group,22,Graphic Novels
0061099805,Swimming to Catalina,Stuart Woods,1998,HarperTorch,15,Fantasy
0061093491,Dead in the Water,Stuart Woods,1998,HarperTorch,16,Self-Help
0061090808,New York Dead,Stuart Woods,1992,HarperTorch,27,Romance
0440223709,Taken to the Cleaners (Mandy Dyer Mystery),Dolores Johnson,1997,Dell,25,Graphic Novels
157566691X,Christmas Cookie Murder: A Lucy Stone Mystery (Lucy Stone Mysteries (Paperback)),Leslie Meier,2000,Kensington Publishing Corporation,34,Horror
0140272852,Amistad,A. Pate,1998,Penguin Books Ltd,37,Memoir
9057592029,ErzsÃ©bet: Roman,Hanna de Heus,1998,Podium,22,Adventure
0373121873,The Marriage Arrangement,Helen Bianchin,2001,Harlequin,26,Poetry
1583483322,And Not  Make Dreams Your Master,Stephen Goldin,1999,iUniverse.com,10,Adventure
1551668254,Road Taken,Rona Jaffe,2001,Mira,26,Horror
0151004218,All the Names,Jose Saramago,2000,Harcourt,23,Adventure
0812970802,Girl Meets God : A Memoir,Lauren F. Winner,2003,Random House Trade Paperbacks,9,Biography
0830708200,Psalms for God's People: A Bible Commentary for Laymen,"Robert K., Johnston",1982,Kings Court Communications,36,Romance
0385249640,Parenting an Only Child: The Joys and Challenges of Raising Your One and Only,Susan Newman Ph.D,1990,Main Street Books,33,Mystery
0590032496,"Witches , The",Roald Dahl,1997,Scholastic Inc.,32,Science
1863738487,Crew,Tony McGowan,1995,Allen &amp; Unwin,19,Travel
0749720409,The Midnight Ride of Thomas the Tank Engine (Thomas the Tank Engine),Owain Bell,1995,Egmont Childrens Books,22,Science
0330363239,Dirt music,Tim Winton,2001,Picador,27,Travel
0553480669,"Anne of the Island (The Anne of Green Gables Novels, No. 3)",L. M. Montgomery,1992,Skylark,22,Cookbooks
0140318909,Boy: Tales of Childhood (Puffin Story Books),Roald Dahl,1991,Penguin USA,35,Cookbooks
0553269216,Rainbow Valley (Anne of Green Gables Novels (Paperback)),L. M. Montgomery,1985,Starfire,12,Cookbooks
0671000500,The WEDDING DAY MYSTERY NANCY DREW 136,Carolyn Keene,1997,Aladdin,33,Travel
0671663194,"PICTURE-PERFECT MYSTERY (NANCY DREW 94) : PICTURE-PERFECT MYSTERY (Nancy Drew, No 94)",Carolyn Keene,1990,Aladdin,10,Science
0671464612,BROKEN ANCHOR ND P (Nancy Drew (Paperback)),Carolyn Keene,1983,Aladdin,18,Self-Help
0440220653,The Face on the Milk Carton,Caroline B. Cooney,1991,Laure Leaf,16,Graphic Novels
0440210224,Children of the River (Laurel-Leaf Contemporary Fiction),Linda Crew,1991,Laure Leaf,34,Mystery
0064405842,"Catherine, Called Birdy (Trophy Newbery)",Karen Cushman,1995,HarperTrophy,19,Science
0671001787,Alaska,Frank Lauria,1996,Aladdin,35,Cookbooks
0743407865,Brave New Girl,Louisa Luna,2001,MTV,33,Memoir
8308033555,Ono,Dorota Terakowska,2003,Wydawn. Literackie,14,Self-Help
3548602746,Die Seekarte.,Arturo Perez-Reverte,2003,"List, Verlag GmbH &amp; Co. KG Paul",37,Memoir
379511733X,Flut.,Wolfgang Hohlbein,2001,Schneekluth,18,Romance
3548256007,Die ZuckerbÃ?Â¤ckerin.,Petra Durst-Benning,2003,Ullstein Tb,23,Adventure
3548255329,FÃ?Â¼nf Viertel einer Orange.,Joanne Harris,2002,Ullstein Buchverlage GmbH &amp; Co. KG / Ullstein Tas,10,Poetry
354825621X,Chocolat. Das Buch zum Film.,Joanne Harris,2003,Ullstein Tb,11,Fiction
3716022799,Schattenkinder.,Margaret Forster,2001,Arche Verlag,22,Memoir
3548364160,Die weiÃ?Â?e Hexe. Meine Abenteuer in Afrika.,Ilona Maria Hilliges,2003,Ullstein Tb,12,Self-Help
3548257615,Die GlasblÃ?Â¤serin.,Petra Durst-Benning,2002,List Tb.,13,Romance
3548256910,Die Amerikanerin.,Petra Durst-Benning,2003,Ullstein Tb,11,Romance
3426622548,Die Hexe und die Heilige.,Ulrike Schweikert,2002,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.",12,Fantasy
0060987324,Girlfriend in a Coma,Douglas Coupland,1999,Regan Books,26,Fantasy
3453863712,Die Orks.,Stan Nicholls,2002,Heyne,30,Romance
0192823507,Wuthering Heights (The World's Classics),Emily Bronte,1995,Oxford University Press,10,Horror
0679986375,Stargirl,JERRY SPINELLI,2000,Knopf Books for Young Readers,31,Thriller
8423333205,Nosotros Que No Somos Como,Luca Etxebarria,2003,Planeta Pub Corp,20,Thriller
1740595939,Rite of Passage: Tales of Backpacking 'Round Europe (Lonely Planet Journeys (Travel Literature)),Lisa Johnson,2003,Lonely Planet Publications,33,Horror
0609604511,A Recipe for Bees,Gail Anderson-Dargatz,2000,Harmony Books,16,Fantasy
2070364178,Silbermann,Jacques Lacretelle,0,Gallimard French,9,Young Adult
